url_id,url,page_type,category,title,priority,discovered_by,collection_status,verification_status,collected_at,notes
TONES-COL-0053,https://www.tonesfashion.com/collections/muscle-tees,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0054,https://www.tonesfashion.com/collections/new-launch,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0055,https://www.tonesfashion.com/collections/new-launches,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0056,https://www.tonesfashion.com/collections/offers,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0057,https://www.tonesfashion.com/collections/pants,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0058,https://www.tonesfashion.com/collections/polo-t-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0059,https://www.tonesfashion.com/collections/pongal-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0060,https://www.tonesfashion.com/collections/pongal24,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0061,https://www.tonesfashion.com/collections/product-page,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0062,https://www.tonesfashion.com/collections/resort-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0063,https://www.tonesfashion.com/collections/resort-shirts-1,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0064,https://www.tonesfashion.com/collections/selling-fast,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0065,https://www.tonesfashion.com/collections/shirtee,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0066,https://www.tonesfashion.com/collections/shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0067,https://www.tonesfashion.com/collections/shirts-1,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0068,https://www.tonesfashion.com/collections/short-kurtas,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0069,https://www.tonesfashion.com/collections/special-edition,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0070,https://www.tonesfashion.com/collections/street-muse,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0071,https://www.tonesfashion.com/collections/summer-casuals,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0072,https://www.tonesfashion.com/collections/summer-colors,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0073,https://www.tonesfashion.com/collections/super-limited-color-edition,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0074,https://www.tonesfashion.com/collections/sweat-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0075,https://www.tonesfashion.com/collections/sweatshirt,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0076,https://www.tonesfashion.com/collections/t-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0077,https://www.tonesfashion.com/collections/textured-plain-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0078,https://www.tonesfashion.com/collections/the-coastal-escape,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0079,https://www.tonesfashion.com/collections/the-macho-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0080,https://www.tonesfashion.com/collections/the-one,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0081,https://www.tonesfashion.com/collections/the-refined-classics-1,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0082,https://www.tonesfashion.com/collections/the-satin-edit,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0083,https://www.tonesfashion.com/collections/the-understatement-collection,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0084,https://www.tonesfashion.com/collections/the-wildcard,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0085,https://www.tonesfashion.com/collections/tones-luxe,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0086,https://www.tonesfashion.com/collections/tones-street-wear-fashion,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0087,https://www.tonesfashion.com/collections/trail,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0088,https://www.tonesfashion.com/collections/tribal-script,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0089,https://www.tonesfashion.com/collections/true-tones,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0090,https://www.tonesfashion.com/collections/tshirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0091,https://www.tonesfashion.com/collections/under-999,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0092,https://www.tonesfashion.com/collections/unisex,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0093,https://www.tonesfashion.com/collections/unlocking-soon,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0094,https://www.tonesfashion.com/collections/valentines-day-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
